,file,category,features,feat_len,category
5046,data/audio_cat-classification/NAYA_DATA_AUG1X/MotherCall/Last_addCat157Pil_aug1(1).mp3,cat,"[-289.0789489746094, 133.17263793945312, 21.716899871826172, 45.186492919921875, 17.0360107421875, 12.779919624328613, 13.769466400146484, 11.54792308807373, -4.98551607131958, -2.154188394546509, 0.9000923037528992, 1.9465488195419312, -0.7223599553108215, -4.1105241775512695, 1.252131462097168, -2.401367664337158, -3.4349467754364014, 0.7306219339370728, -4.240448474884033, -4.748077869415283, 1.5074095726013184, 0.4656091034412384, -0.24598750472068787, 0.1482582837343216, 0.1494714766740799, -0.0499846488237381, 0.04670288786292076, 0.29528161883354187, 0.089136503636837, -0.12724488973617554, -0.1404021829366684, -0.0224478617310524, 0.14333570003509521, -0.014661185443401337, -0.042205315083265305, 0.01606827974319458, -0.006329760421067476, -0.08948980271816254, 0.05519244074821472, 0.06010203808546066, -0.1640215516090393, 0.09422867000102997, -0.09164329618215561, -0.08683368563652039, -0.028558459132909775, -0.06405580788850784, 0.009789476171135902, -0.04371201619505882, 0.11326958984136581, 0.10018957406282425, -0.07322520017623901, -0.10625400394201279, 0.03599712625145912, 0.1092594787478447, 0.01401202380657196, 0.009097038768231869, 0.0774933248758316, -0.029075533151626587, -0.12416638433933258, 0.082701675593853, 1107.436763119185, 0.0898013710975647, 1825.1142351017443]",63,cat
4690,data/audio_cat-classification/NAYA_DATA_AUG1X/Fighting/Online_Cat0367Ang.mp3,cat,"[-185.1068878173828, 125.9759292602539, -94.4739990234375, 22.419921875, -39.332733154296875, 17.44710922241211, 13.258810997009277, -21.77073860168457, 11.761744499206543, -17.938358306884766, 6.3119730949401855, 0.344860702753067, -6.27756929397583, 11.047757148742676, -4.302842140197754, 12.940656661987305, 2.0904252529144287, -1.5265634059906006, 4.3387250900268555, -10.262721061706543, -7.682309627532959, 0.7501653432846069, 0.6036571264266968, 0.05885620787739754, -0.5955427885055542, -0.26019778847694397, -0.1395934820175171, -0.24086354672908783, -0.21039550006389618, -0.28633150458335876, 0.051512595266103745, -0.3306485414505005, 0.007558876648545265, 0.2003219872713089, -0.07493408024311066, -0.03910381346940994, -0.23832280933856964, -0.48044082522392273, -0.3183245062828064, -0.080653116106987, 0.8744998574256897, -0.2437216341495514, 0.8951275944709778, -0.18918836116790771, 0.32645541429519653, -0.05971384793519974, -0.00205994606949389, 0.3350238502025604, -0.09365271031856537, 0.3720797300338745, 0.11794492602348328, -0.0036758477799594402, 0.10823098570108414, -0.07415707409381866, -0.2157810926437378, -0.05512732267379761, 0.11058582365512848, -0.09954245388507843, 0.0030211766716092825, 0.31415173411369324, 1955.8440729503586, 0.0032754484564065933, 3295.5957952535377]",63,cat
5543,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/catpurring141.mp3,cat,"[-334.2665710449219, 85.84825134277344, -5.064415454864502, 22.247886657714844, 1.1720860004425049, 10.207493782043457, 2.957524299621582, 17.08865737915039, 9.962890625, -7.7096476554870605, -9.556158065795898, -1.1435680389404297, -5.931063175201416, -17.58020782470703, 1.2957745790481567, 4.12551736831665, -10.456835746765137, 5.213403224945068, 1.3515331745147705, 4.830153465270996, 0.3378767669200897, -0.01813223958015442, -0.02596406079828739, -0.05533812567591667, -0.049600034952163696, -0.04397806525230408, 0.0021119299344718456, 0.024806438013911247, -0.03402172029018402, 0.05784176290035248, -0.019192233681678772, -0.06828886270523071, 0.01293514296412468, 0.025051318109035492, -0.03397119417786598, 0.0703543946146965, 0.011488878168165684, 0.013289066031575203, -0.002842813031747937, -0.01813315972685814, -0.013343403115868568, -0.026471396908164024, -0.12116992473602295, 0.03756440430879593, -0.04000125825405121, -0.043745797127485275, 0.020562058314681053, 0.01223807130008936, 0.006206752732396126, -0.03379973769187927, -0.008938499726355076, -0.011476920917630196, 0.0030923376325517893, -0.02373018115758896, 0.0007723669987171888, -0.003081359900534153, -0.004530407954007387, 0.021994059905409813, 0.021313123404979706, 0.026463523507118225, 2542.366142994943, 0.051836732774972916, 5481.391918386212]",63,cat
5128,data/audio_cat-classification/NAYA_DATA_AUG1X/MotherCall/Last_addCat154Pil.mp3,cat,"[-268.6883544921875, 66.55389404296875, 2.7786948680877686, 47.84270477294922, 14.747892379760742, 18.536909103393555, 25.327510833740234, 17.27037811279297, -0.27738144993782043, 4.825369834899902, 1.1081349849700928, 3.132981777191162, 3.465229034423828, -1.4641730785369873, 0.10350234061479568, -3.2137084007263184, 0.35613739490509033, 2.085968255996704, 1.1783742904663086, -1.5421314239501953, 0.2632679045200348, -0.2543608248233795, -0.25276267528533936, 0.09416956454515457, 0.05050916224718094, -0.07149649411439896, 0.18003112077713013, 0.23016294836997986, -0.2419224977493286, -0.19528813660144806, 0.28320756554603577, 0.2938648462295532, -0.12016594409942627, -0.12869493663311005, 0.14110200107097626, -0.16768036782741547, -0.14181596040725708, 0.3455670177936554, 0.06476546823978424, -0.22822614014148712, -0.37649133801460266, -0.057301267981529236, -0.022869575768709183, 0.04062778130173683, -0.008864667266607285, 0.029004303738474846, -0.005799338221549988, 0.02690519392490387, 0.039499085396528244, -0.09631811827421188, -0.20911487936973572, 0.07063616067171097, 0.1705177128314972, -0.08150985836982727, -0.022378962486982346, 0.14455457031726837, -0.1288778930902481, -0.1478865146636963, 0.17097531259059906, 0.01627236045897007, 2475.9896309066226, 0.009474770165979862, 3879.6170680642986]",63,cat
2366,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/cat_flickr01448_aug1(1).mp3,cat,"[-211.69471740722656, 67.78280639648438, 9.474757194519043, 9.771810531616211, 0.7446498870849609, 5.713870048522949, 0.9578266739845276, -3.913870096206665, -5.219283103942871, 1.8698618412017822, 0.9594661593437195, -0.27525994181632996, -2.4740383625030518, -0.31125137209892273, 0.32838040590286255, 3.2658774852752686, -1.9060131311416626, -2.5850393772125244, -4.429728984832764, -2.580427408218384, 3.421398639678955, 0.7021182775497437, 0.12165708839893341, 0.03505406528711319, -0.030077693983912468, 0.01590893045067787, -0.04653061553835869, -0.19672122597694397, -0.09323371201753616, 0.0025304246228188276, 0.026996437460184097, 0.0027369491290301085, 0.008452733047306538, 0.03478103503584862, 0.11319780349731445, 0.02272101677954197, -0.09571792930364609, -0.08208801597356796, -0.09693918377161026, -0.08317078649997711, 0.03080405853688717, 0.03105187602341175, -0.021593179553747177, -0.026816098019480705, -0.028086313977837563, -0.008206442929804325, -0.020930614322423935, -0.0061421445570886135, -0.007790160831063986, 0.0276898555457592, 0.020022647455334663, 0.018272606655955315, 0.01394317951053381, -0.004317448474466801, -0.013219430111348629, -0.035386309027671814, -0.05475281924009323, -0.03791402280330658, -0.02212153561413288, 0.012779544107615948, 1993.9488027288826, 0.21659453213214874, 4731.417912544964]",63,cat
168,data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/Online_Cat0549Pill_aug1(1).mp3,cat,"[-220.8033447265625, 19.316064834594727, -16.09204864501953, 22.02979850769043, -6.728282451629639, 11.689326286315918, -2.546210765838623, 22.48678970336914, 6.748434543609619, 11.452588081359863, 0.47606736421585083, -5.2024664878845215, 4.170554161071777, 4.833696365356445, 12.073371887207031, -6.318458557128906, 7.724337577819824, 1.1861038208007812, -0.420797735452652, -3.3278326988220215, 0.5051668882369995, -0.024504849687218666, -0.11217433959245682, 0.035033296793699265, -0.05981501191854477, 0.08845604956150055, -0.044718146324157715, -0.03036011941730976, -0.07652302831411362, -0.07675045728683472, -0.06025553494691849, -0.05876758694648743, -0.0014865654520690441, 0.002459445269778371, 0.05610337853431702, -0.010784515179693699, -0.04413327947258949, -0.047998081892728806, 0.03347693011164665, -0.0029065459966659546, -0.3839122951030731, -0.1478104144334793, 0.07206536084413528, 0.03625088557600975, 0.019657157361507416, 0.027575746178627014, 0.03177526593208313, -0.048779308795928955, -0.02881121262907982, -0.08451222628355026, -0.10783445835113525, -0.07084930688142776, -0.012153116054832935, 0.09170285612344742, 0.05390644446015358, -0.014842486940324306, -0.037256330251693726, -0.011569572612643242, -0.017234181985259056, -0.033449772745370865, 4020.4886113347493, 0.0913923904299736, 7452.79975503178]",63,cat
1507,data/audio_cat-classification/NAYA_DATA_AUG1X/Happy/Online_Cat0380hpy.mp3,cat,"[-235.18099975585938, 78.69233703613281, -14.915440559387207, -4.827042102813721, 0.6737756729125977, 3.4653682708740234, 2.543588161468506, -3.647930383682251, -10.933622360229492, -5.616127967834473, -3.0021626949310303, 2.696126699447632, 19.24895668029785, 19.715713500976562, -1.892494797706604, -12.934798240661621, -16.28118324279785, -2.173110246658325, 10.454154014587402, -1.867896318435669, -1.0989415645599365, 0.029616203159093857, 0.8099402189254761, -0.12430558353662491, -0.39148303866386414, 0.31947940587997437, -0.0072969370521605015, -0.5209124684333801, -0.21403230726718903, 0.12536562979221344, -0.34993261098861694, -0.48584023118019104, -0.16388456523418427, 0.5608269572257996, 0.6617509126663208, 0.15604840219020844, 0.24295131862163544, -0.2161819487810135, -0.23313607275485992, 0.48100727796554565, -1.6172245740890503, 0.21563586592674255, -0.12603695690631866, -0.03494950011372566, 0.0067532784305512905, -0.08687122911214828, -0.3293561041355133, -0.0008530994527973235, -0.12163935601711273, -0.13194742798805237, 0.0030274135060608387, 0.07922933250665665, -0.0431978702545166, -0.059091825038194656, -0.1158420667052269, 0.08501256257295609, 0.12423522025346756, -0.0685632973909378, -0.105788454413414, -0.1323847621679306, 2443.833249919273, 0.016802813857793808, 4598.10791015625]",63,cat
296,data/audio_cat-classification/NAYA_DATA_AUG1X/Paining/cat_flickr01295.mp3,cat,"[-229.1888427734375, 30.3812255859375, -22.538490295410156, -2.4323084354400635, 8.883498191833496, 2.5893006324768066, -13.8451566696167, 0.6267992854118347, -16.26126480102539, 5.368405342102051, 1.1764930486679077, -0.8311298489570618, 0.39105984568595886, 0.08673250675201416, -1.876554250717163, -4.475887298583984, -2.3786025047302246, -6.781198978424072, -3.340559720993042, -0.3644576370716095, 0.6382854580879211, 0.15898315608501434, 0.06550654023885727, -0.08026671409606934, -0.01655007340013981, -0.04648707062005997, 0.08388342708349228, 0.07450621575117111, 0.04340847581624985, 0.06664149463176727, 0.1767360419034958, 0.22885537147521973, 0.11757616698741913, 0.0174174215644598, -0.08539943397045135, -0.09955217689275742, -0.03828388452529907, -0.015315060503780842, 0.013491814956068993, 0.011336002498865128, -0.3933490514755249, -0.03208697587251663, -0.034697964787483215, -0.003194264369085431, 0.033836014568805695, 0.022257499396800995, 0.01080502849072218, -0.009882231242954731, -0.007691783830523491, -0.0485437735915184, -0.06343278288841248, -0.03996440768241882, 0.0295662060379982, 0.03584568202495575, 0.031151805073022842, -0.034082863479852676, -0.03055325709283352, -0.016954347491264343, 0.010286631062626839, 0.0405135452747345, 3600.0630697744195, 0.08857889473438263, 7143.284893519987]",63,cat
5608,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/cat_flickr01398 (2)_aug1(1).mp3,cat,"[-197.94189453125, 76.81002044677734, 31.935274124145508, 5.4434123039245605, 3.6915881633758545, 3.78422212600708, 6.718165397644043, 1.3482160568237305, -7.05086612701416, -8.036808013916016, -4.61988639831543, -1.9755505323410034, -3.5808098316192627, -0.2126321643590927, -6.110175609588623, -3.823837995529175, -3.807309865951538, 0.1585010439157486, -2.033405303955078, -1.742967963218689, 1.396250605583191, 0.37185749411582947, 0.08943071216344833, -0.05257604643702507, -0.015150818042457104, 0.0436832495033741, 0.05168541148304939, 0.008881988935172558, -0.07604388892650604, -0.07120250165462494, -0.023124294355511665, -0.019478488713502884, -0.03315114229917526, -0.00823590811342001, -0.031192593276500702, -0.001816962263546884, -0.01338528748601675, 0.01583963818848133, 0.03276730701327324, 0.0071502081118524075, -0.039486903697252274, 0.0006120286998338997, 0.0031719093676656485, 0.0020195695105940104, -0.00786992721259594, 0.004121535457670689, 0.001405698829330504, -0.015164359472692013, 0.0035106129944324493, 0.0036359624937176704, 0.006402843631803989, 0.00966516975313425, 0.007345183752477169, -0.0023924661800265312, 0.008058827370405197, -0.004205937031656504, -0.010029618628323078, 0.006027087569236755, -0.015602164901793003, -0.013936172239482403, 2770.896243631751, 0.11918222159147263, 6734.283630005614]",63,cat
5175,data/audio_cat-classification/NAYA_DATA_AUG1X/MotherCall/Cat_pills0157_aug1(1).mp3,cat,"[-213.6521759033203, 125.35151672363281, -14.133424758911133, 8.246790885925293, 5.504936695098877, 0.4872415065765381, -11.99551773071289, 6.887803077697754, -0.3655473291873932, -1.127020239830017, 2.8075344562530518, -2.3108155727386475, -6.5934343338012695, -1.9168339967727661, -6.1497721672058105, 2.6492397785186768, -4.079073429107666, -8.162559509277344, -6.924142360687256, -2.9897212982177734, -3.826937437057495, -1.1152830123901367, 0.2895888090133667, -0.041166018694639206, -0.03967372700572014, 0.10627221316099167, 0.09140673279762268, -0.13312222063541412, -0.017876019701361656, -0.012735061347484589, -0.1070350930094719, 0.035513874143362045, 0.10800611227750778, 0.03741393983364105, -0.03406361863017082, -0.04131465032696724, 0.06802316755056381, 0.07757291942834854, 0.04255224019289017, 0.02468334138393402, -0.34663838148117065, -0.046306148171424866, -0.0020876070484519005, 0.0033598209265619516, 0.04598952829837799, 0.0002450820174999535, 0.010583111084997654, -0.013892152346670628, -0.016633596271276474, -0.008023526519536972, -0.013393346220254898, -0.0056024473160505295, 0.007305131293833256, 0.03337569534778595, 0.047183968126773834, 0.015526904724538326, -0.020219838246703148, -0.000717906397767365, -0.0012263866374269128, -0.010223662480711937, 1274.530632458989, 0.14486312866210938, 2432.7769559972426]",63,cat
3288,data/audio_cat-classification/NAYA_DATA_AUG1X/Angry/cat_flickr01340_aug1(1).mp3,cat,"[-147.86453247070312, 104.22103118896484, -21.293001174926758, 3.833975315093994, 4.5102314949035645, 3.9558699131011963, 4.785187244415283, 13.02318286895752, 10.98940372467041, -3.5284993648529053, -3.9350547790527344, 0.4041750133037567, -8.935992240905762, 2.5747792720794678, 11.349424362182617, 13.988545417785645, 2.5317466259002686, -3.3901169300079346, -1.4707841873168945, -2.555166006088257, 0.6255224943161011, 0.19156087934970856, -0.042520251125097275, 0.13052484393119812, 0.02782442420721054, -0.03062974475324154, 0.005240338854491711, 0.002724815160036087, -0.03084333799779415, -0.04286929592490196, -0.01146119274199009, 0.07651716470718384, -0.10953909903764725, -0.05520862340927124, 0.024408727884292603, -0.0021662390790879726, -0.06146545708179474, -0.05552195757627487, 0.020770173519849777, 0.00897167157381773, -0.3869785964488983, -0.01736818440258503, 0.054688967764377594, -0.026498785242438316, -0.051349006593227386, -0.03436024487018585, -0.0033448967151343822, 0.000947819382417947, -0.0073599847964942455, 0.02838313952088356, -0.0496145635843277, -0.029707282781600952, 0.04695641249418259, 0.0018663478549569845, -0.013104619458317757, 0.00923401303589344, -0.015569738112390041, -0.034211162477731705, 0.018803689628839493, -0.017987877130508423, 2015.2455477573676, 0.013370807282626629, 3803.5929911845437]",63,cat
3305,data/audio_cat-classification/NAYA_DATA_AUG1X/Angry/Last_addCat320Angry_aug1(1).mp3,cat,"[-197.9044647216797, 173.33795166015625, -89.78775787353516, -8.848873138427734, 12.031121253967285, -42.3300666809082, 3.207965612411499, 13.495611190795898, -14.03425121307373, 1.0258173942565918, 2.9741873741149902, -3.9076061248779297, 2.490245819091797, -8.028606414794922, -7.506499767303467, 11.261198997497559, 12.515203475952148, 15.576180458068848, 16.932355880737305, -0.6729549765586853, -0.09572397172451019, 0.4487776458263397, 0.1059318333864212, 0.024731755256652832, -0.05475098267197609, -0.14060309529304504, -0.09272730350494385, -0.0780063197016716, -0.09680265188217163, -0.05311042070388794, -0.054388415068387985, -0.04959286376833916, -0.019155938178300858, -0.06189503148198128, -0.06824862957000732, -0.0018743487307801843, -0.0023950086906552315, -0.05836308002471924, -0.08919598907232285, -0.026741068810224533, -0.14096510410308838, -0.18254372477531433, 0.19777356088161469, 0.08542066812515259, 0.012130890041589737, 0.09088986366987228, 0.015000319108366966, 0.0360734723508358, 0.0729307010769844, -0.01942947879433632, 0.0007809843518771231, 0.058552999049425125, 0.04908257722854614, 0.059864550828933716, 0.03767646104097366, 0.04583320766687393, 0.07249264419078827, 0.02053527906537056, -0.046190571039915085, -0.06646021455526352, 1196.6777658591682, 0.0003052750544156879, 2123.8505859375]",63,cat
2337,data/audio_cat-classification/NAYA_DATA_AUG1X/Mating/LastEntry_cat1057Mat.mp3,cat,"[-490.4295349121094, 130.1147918701172, 0.9969400763511658, 10.821575164794922, -12.011659622192383, 19.315229415893555, -12.422065734863281, 15.36575698852539, -9.28841495513916, -13.336923599243164, 1.0525131225585938, -14.15279483795166, 8.460066795349121, -7.557857990264893, -1.443036437034607, -0.9952439069747925, -2.335613965988159, -3.5526833534240723, -3.980929374694824, 1.603803038597107, 0.6653352975845337, 0.07515215873718262, -0.06644320487976074, -0.025539755821228027, -0.08868061006069183, 0.021966569125652313, 0.08189594745635986, 0.008165930397808552, 0.021294498816132545, 0.015535051003098488, -0.07156696170568466, 0.004254979081451893, 0.05809612199664116, 0.027725618332624435, 0.04151038080453873, -0.01529334019869566, 0.011052083224058151, -0.016376761719584465, -0.027185166254639626, -0.008395589888095856, -0.6802238821983337, 0.06256400048732758, 0.14633148908615112, -0.049249161034822464, 0.03802908584475517, -0.020601248368620872, 0.04697667807340622, -0.021297259256243706, -0.01874171569943428, 0.03362184390425682, 0.022552471607923508, 0.058062680065631866, -0.022478215396404266, 0.010267031379044056, 0.008135159499943256, 0.05167645215988159, 0.033858731389045715, 0.025864552706480026, -0.03234686702489853, -0.031795211136341095, 1793.7514992844144, 0.013379148207604885, 3891.8178679836783]",63,cat
5877,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/cat_youtube01300.mp3,cat,"[-331.642822265625, 71.03096771240234, 38.19438934326172, 4.881443500518799, -8.759769439697266, -7.52755069732666, -6.931403160095215, -0.6041520237922668, -6.712088108062744, -4.045037269592285, -13.804676055908203, -8.258639335632324, -13.756232261657715, -10.644779205322266, -6.908723831176758, -6.647246837615967, -4.815886974334717, -7.772100925445557, -7.153894901275635, -4.792116165161133, 0.6182063817977905, 0.4184303283691406, -0.06443553417921066, -0.05812808498740196, -0.048393215984106064, -0.11340679228305817, -0.09722065925598145, -0.09292750060558319, -0.06779368221759796, -0.08788943290710449, -0.016671163961291313, 0.07069871574640274, 0.000330809794832021, -0.022735847160220146, -0.018204018473625183, 0.013238179497420788, 0.012627827003598213, -0.04801831766963005, -0.03204645588994026, -0.04188375920057297, -0.4121880829334259, -0.03533901274204254, -0.07394324243068695, 0.015179851092398167, 0.012396872974932194, -0.037162717431783676, 0.022484412416815758, 0.006736859679222107, 0.00814074743539095, 0.009531100280582905, 0.00440496951341629, 0.002019002102315426, 0.0009082274627871811, 0.026554616168141365, 0.012659507803618908, 0.01825866848230362, 0.024260759353637695, 0.0028727094177156687, -0.012235384434461594, -0.016995644196867943, 3418.6593834053906, 0.09759362787008286, 7814.73813860604]",63,cat
5623,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/catpurring033.mp3,cat,"[-194.34829711914062, 193.75161743164062, -15.13414478302002, 62.64453125, -8.201252937316895, -0.6966649293899536, 16.185260772705078, -4.763212203979492, 4.645873546600342, -11.121855735778809, 17.482255935668945, 8.8724946975708, -1.1310036182403564, 19.213764190673828, 1.9407083988189697, 8.32772445678711, -2.4714245796203613, -6.349361419677734, 10.518773078918457, -5.112997055053711, 0.14778931438922882, 0.17895080149173737, -0.10985086113214493, 0.11604572832584381, -0.08533521741628647, -0.021573126316070557, 0.037246864289045334, 0.039235685020685196, 0.018378792330622673, -0.0954679548740387, 0.05127526447176933, 0.03279242664575577, -0.002294777659699321, 0.05402538925409317, -0.012601415626704693, 0.017756815999746323, 0.0011730268597602844, 0.007217490114271641, 0.07409244030714035, -0.0032756715081632137, -0.10054964572191238, -0.31357982754707336, 0.24180203676223755, -0.17167344689369202, 0.07290541380643845, 0.022727562114596367, -0.029495274648070335, 0.04310833662748337, -0.05151916295289993, 0.029072800651192665, -0.0647582933306694, -0.018971186131238937, 0.008318476378917694, -0.05634419620037079, 0.01512056402862072, -0.028239792212843895, 0.016594385728240013, 0.024060813710093498, -0.03546027094125748, -0.006481985095888376, 748.4245887852542, 0.00022747225011698902, 1585.508911771924]",63,cat
5731,data/audio_cat-classification/NAYA_DATA_AUG1X/Resting/cat_coll0117_aug1(1).mp3,cat,"[-249.86007690429688, 90.13983917236328, 21.19084930419922, 36.58795928955078, 4.673744201660156, 4.969422817230225, -5.303470134735107, 6.384385108947754, 8.951884269714355, 2.472137928009033, 8.384920120239258, 7.847174167633057, -0.5547848343849182, -6.812987327575684, 4.392280101776123, 6.967782974243164, 0.7341552376747131, 10.792234420776367, 5.546319484710693, -3.1617701053619385, 0.5603640079498291, -0.31833747029304504, 0.040832433849573135, 0.3148675560951233, 0.11194125562906265, 0.11993471533060074, -0.07496951520442963, 0.06776455789804459, -0.016117902472615242, 0.028427809476852417, 0.1697528064250946, -0.08222635835409164, -0.08215045928955078, -0.017527099698781967, -0.026888171210885048, 0.007785060442984104, -0.0016106566181406379, 0.06685391068458557, -0.04995638132095337, -0.062269553542137146, -0.34624555706977844, -0.04672500491142273, -0.032857704907655716, 0.007474849000573158, 0.037791747599840164, 0.010989940725266933, -0.016011495143175125, -0.014012560248374939, -0.05265193060040474, 0.009815712459385395, -0.03345364332199097, -0.08190907537937164, -0.0031219201628118753, 0.0332297645509243, -0.003218782367184758, -0.027936777099967003, -0.04013966768980026, -0.02404077909886837, 0.013968577608466148, -0.03629479557275772, 2141.778141813956, 0.021780403330922127, 4872.301307091346]",63,cat
3955,data/audio_cat-classification/NAYA_DATA_AUG1X/HuntingMind/trill02994_aug1(1).mp3,cat,"[-367.54437255859375, 35.030391693115234, -6.236364364624023, 3.9101133346557617, -3.0035789012908936, -0.47639456391334534, -6.261447906494141, 0.35439637303352356, 1.9431614875793457, -6.623363971710205, -7.833634853363037, -11.876114845275879, -8.024991989135742, -7.935103416442871, -6.346803188323975, -3.0326058864593506, -4.1238884925842285, -2.2564337253570557, -0.7100011110305786, -0.9255295395851135, 1.2651642560958862, 0.21908995509147644, 0.1121169701218605, 0.030940724536776543, 0.008645511232316494, 0.08028220385313034, 0.11554612964391708, 0.04048267379403114, -0.10743097960948944, -0.11763002723455429, -0.07626260817050934, -0.049203380942344666, -0.03385075926780701, -0.04811009764671326, -0.005786898545920849, 0.0013878056779503822, 0.006178237497806549, -0.029983853921294212, -0.038841430097818375, -0.013890130445361137, 0.12838442623615265, 0.1314721554517746, -0.009401640854775906, -0.019359711557626724, 0.0063773649744689465, 0.007101349998265505, -0.019149113446474075, -0.01700000837445259, 0.010981573723256588, -0.020414242520928383, -0.0494261272251606, -0.04574081301689148, -0.008382194675505161, 0.0013204776914790273, -0.005723305977880955, 0.0032315622083842754, -0.002055072458460927, 0.002329935086891055, -0.004853125661611557, -0.019563866779208183, 3473.6048392022417, 0.32380715012550354, 6770.003568209135]",63,cat
2658,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/car_extcoll0294.mp3,cat,"[-226.82177734375, 125.61061096191406, -30.65899085998535, 4.496074199676514, -26.206226348876953, 0.6703482866287231, -18.3153018951416, 3.852203607559204, -17.697490692138672, -4.242746353149414, -19.78848648071289, 2.9899096488952637, -12.399079322814941, 1.5887420177459717, -13.734795570373535, 1.1499537229537964, -10.945911407470703, 3.31099534034729, -9.633485794067383, 4.08807897567749, 0.05902678519487381, 0.16240014135837555, -0.05690259858965874, -0.05631816014647484, 0.04949720576405525, 0.005764634348452091, 0.0455077663064003, 0.01189073733985424, -0.02143217623233795, 0.016976868733763695, 0.005913691129535437, 0.016184264793992043, 0.011983929201960564, -0.0282207690179348, -0.01051721628755331, 0.011205150745809078, 0.01761602610349655, -0.06529329717159271, 0.01950106956064701, -0.027562525123357773, -0.3493044972419739, -0.02621566317975521, 0.013398261740803719, -0.013346957042813301, 0.02648852951824665, -0.01159202866256237, 0.031065557152032852, -0.017912186682224274, 0.013858124613761902, -0.02054576762020588, 0.015804769471287727, -0.02093864418566227, -0.007261584047228098, -0.00025640660896897316, 0.005299873184412718, -0.018813852220773697, 0.017753200605511665, 0.015153851360082626, 0.018420888110995293, 0.021550586447119713, 1860.7839044937002, 0.011901231482625008, 3679.310247526696]",63,cat
2600,data/audio_cat-classification/NAYA_DATA_AUG1X/Warning/car_extcoll0309_aug1(1).mp3,cat,"[-332.18212890625, 190.944580078125, 10.432604789733887, 16.770124435424805, 10.042309761047363, -33.50767517089844, -14.15873908996582, -7.048919200897217, -22.12384796142578, -9.993213653564453, -10.331230163574219, -15.399399757385254, -2.072678804397583, -5.1483564376831055, -12.488131523132324, -4.241717338562012, -2.7942914962768555, -3.724350929260254, 0.05325949564576149, -1.2450286149978638, 1.975023865699768, 1.4342116117477417, 0.3092746138572693, 0.23153802752494812, 0.06332995742559433, -0.23713700473308563, -0.17723040282726288, -0.06080375984311104, -0.12294833362102509, -0.11126180738210678, -0.0957755595445633, -0.13007110357284546, -0.09049728512763977, -0.0354950949549675, -0.037584338337183, -0.032434165477752686, -0.03751228004693985, -0.04602561146020889, -0.03931726887822151, -0.029494842514395714, 0.022090543061494827, -0.13541600108146667, 0.08439658582210541, 0.037364620715379715, -0.02490617148578167, 0.06149781495332718, 0.008442177437245846, -0.040465906262397766, -0.019452767446637154, -0.020130248740315437, 0.010622021742165089, 0.024488283321261406, -0.025720730423927307, 0.0015563310589641333, 0.027247833088040352, -0.04043076932430267, -0.03596040606498718, 0.03931238874793053, 0.01118746493011713, -0.033916175365448, 419.73730999608966, 0.19782888889312744, 581.553661040146]",63,cat
4698,data/audio_cat-classification/NAYA_DATA_AUG1X/Fighting/angry4.mp3,cat,"[-256.2295227050781, 66.94334411621094, -133.969482421875, 62.318363189697266, -13.537318229675293, 0.4607316255569458, 19.90308380126953, -6.6096296310424805, 19.57893180847168, -16.727571487426758, 1.2672529220581055, 8.154681205749512, -3.670760154724121, 11.949070930480957, 3.822373867034912, 6.016465187072754, -0.8994542956352234, -2.761040210723877, 1.318130373954773, -1.4081854820251465, -1.2724487781524658, -0.9476819038391113, 0.2542869746685028, 0.33568504452705383, -0.08637071400880814, -0.27462857961654663, -0.2096940279006958, 0.052952900528907776, 0.21035930514335632, 0.26546844840049744, 0.3091481626033783, 0.08237697929143906, -0.19379545748233795, -0.1774558424949646, 0.013765471056103706, 0.10946469008922577, 0.02400638908147812, -0.0153284827247262, -0.003971417900174856, -0.025897275656461716, -0.9141332507133484, -0.21156883239746094, 0.46552011370658875, 0.09957888722419739, 0.14500264823436737, 0.0794127881526947, 0.24776560068130493, 0.0975080281496048, -0.07056313008069992, 0.24756400287151337, 0.05825914070010185, -0.062298353761434555, 0.08636216819286346, 0.13176332414150238, 0.06660844385623932, -0.08166735619306564, 0.06601764261722565, 0.07898566871881485, -0.01333463005721569, 0.05547380447387695, 2551.511257898477, 0.0005629830993711948, 3595.01953125]",63,cat
